field,original_text,word_count,unique_words,categorical_diversity,quantum_circuit_qubits,semantic_interference,emotional_intensity,analysis_version,collapse_mode,collapse_shots,noise_level,von_neumann_entropy_pre,superposition_strength_pre,quantum_coherence_pre,frame_competition_pre,multiple_reality_strength_pre,von_neumann_entropy_post,superposition_strength_post,quantum_coherence_post,frame_competition_post,multiple_reality_strength_post,frame_competition_delta,collapse_unique_outcomes,record_id,data_source
影片描述,宏達電今日宣布與Google簽署XR（延展實境）技術合作協議，Google將支付2.5億美元（約新台幣82億元），取得部分宏達電XR研發團隊及智慧財產權的非專屬授權。此交易預計於今年第一季完成，宏達電...,101,75,22,4,0.008051045104510449,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.702415313530199,3.994980948015338,3.748319625854492,0.937079906463623,0.9987452370038346,1.701492211273917,0.00125476299039462,16,37,AI_Generated
新聞標題,林秉樞命危 家屬控北所延誤醫療真相待查Lin Binshu Critically Ill; Family Questions Medical Negligence,19,19,9,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9953602468097102,3.748363971710205,0.9370909929275513,0.9988400617024276,1.6991136010245675,0.00115993829180161,16,38,AI_Generated
影片對話,"名嘴 A：林秉樞這件事情，坦白說，牽扯的不只是個人健康，這背後是台灣司法羈押體系的漏洞問題。他進去之前健康得不得了，一年之內怎麼會變成這樣？

名嘴 B：就是啊！你說羈押是為了防範嫌疑人逃跑或串供，但...",257,150,26,4,0.01521850410722006,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7045655512310118,3.9964273904403464,3.7487497329711914,0.9371874332427979,0.9991068476100866,1.7038868139426602,0.0008931523841425593,16,38,AI_Generated
影片描述,民進黨前立委高嘉瑜遭施暴案的主角林秉樞，在服刑一年後，近日傳出病危，目前裝設葉克膜維持生命。林父對此心痛表示，林秉樞入獄前身體健康，卻在羈押期間出現腎功能衰竭、心臟病等問題，質疑北所延誤就醫甚至有施打...,278,185,26,4,0.01793211449832099,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.705379634348342,3.997032926418828,3.7489795684814453,0.9372448921203613,0.9992582316047068,1.7048231080630158,0.0007417683895223348,16,38,AI_Generated
新聞標題,"警工推批賴清德詐欺言論失當 要求公開道歉Police Union Slams President, Demands Public Apology",16,16,7,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.998104677345112,3.7493510246276855,0.9373377561569214,0.9995261693362779,1.6996456437183298,0.00047383065795125745,16,39,AI_Generated
影片對話,"名嘴A：你怎麼看這次警工推直接對總統喊話，要求道歉？這可不是常見的事。

名嘴B：這代表基層警察的怒火真的被點燃了。從基層的角度看，他們早就壓力爆棚，每天在外忙得焦頭爛額，抓了車手又被司法放人，等於白...",353,198,24,4,0.018165530891945173,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7054496592664292,3.9977036853391255,3.7492032051086426,0.9373008012771606,0.9994259213347813,1.7050161255779968,0.0005740786594479186,16,39,AI_Generated
影片描述,總統賴清德近日於警政署署務會報中，針對全國詐欺案件防制表現發表嚴厲評論，指出「每年18萬多件詐欺案，破案率僅百分之1點多，查扣不法所得不到財損的十分之一」，引發基層員警反彈。台灣警察工作權益推動協會（...,188,126,20,4,0.012221042869472449,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7036663128596874,3.99772923121043,3.7492198944091797,0.9373049736022949,0.9994323078026076,1.7032407321850351,0.0005676921916215605,16,39,AI_Generated
新聞標題,楠西地震災損便當不夠發 慈濟火速應急Nansi Earthquake Aid Shortfall: Tzu Chi Responds Quickly,19,19,8,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9966269226425033,3.748828411102295,0.9372071027755737,0.9991567306606259,1.6993627105730433,0.000843269333603236,16,40,AI_Generated
影片對話,"甲：這次地震其實沒有造成特大災害，但看起來便當問題反而成了新聞焦點，這其實滿荒謬的。

乙：我同意。台南市政府其實應該扛起更多責任，救災是地方政府的核心工作，不應該完全仰賴慈善團體的幫忙。

甲：但你...",293,182,25,4,0.021589884817953684,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7064769654442318,3.9947636761994127,3.748202323913574,0.9370505809783936,0.9986909190498532,1.7054960788207865,0.0013090809443759843,16,40,AI_Generated
影片描述,慈濟熱食救援遭檢討 網批政府卸責不公 台南0121強震對楠西、玉井、南化等地造成不小災損，慈濟基金會第一時間投入熱食供應，原訂500份便當迅速分發一空，志工緊急追加，但部分災民仍抱怨等不到餐點。對此，...,135,97,22,4,0.011997968847793486,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7035993906531839,3.996591053245946,3.7488365173339844,0.9372091293334961,0.9991477633114865,1.7029635502502292,0.0008522366827427019,16,40,AI_Generated
新聞標題,川普狂簽行政命令 引兩派爭論不休Trump’s Orders Ignite Intense Public Debate,16,16,7,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9970759931030297,3.7489938735961914,0.9372484683990479,0.9992689982757573,1.699451349093628,0.0007310017184718465,16,41,AI_Generated
影片對話,"名嘴A：川普一上任就簽了46道行政命令，這樣的速度真是前所未見，您怎麼看？

名嘴B：坦白講，這就是典型的川普作風，他要的就是「快、狠、準」。像退出巴黎氣候協定和WHO，就是要告訴全世界：美國不再為其...",319,185,26,4,0.018214700339583837,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.705464410100721,3.9989683537612626,3.749645709991455,0.9374114274978638,0.9997420884403156,1.7052711117865207,0.0002579115539135257,16,41,AI_Generated
影片描述,川普簽署46項行政命令，引發正反對立 美國總統川普於就職當日大刀闊斧簽署46項行政命令，內容涵蓋移民政策、能源改革、外交事務與多元性別議題，立即引起各界熱議。支持者認為這是落實「美國優先」的具體行動，...,151,105,25,4,0.009955699719181272,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7029867099146,3.995904098062869,3.7485642433166504,0.9371410608291626,0.9989760245157173,1.702207612145558,0.0010239754785118516,16,41,AI_Generated
新聞標題,Hyperliquid 主網推出 HIP-1 現貨代幣部署功能Hyperliquid Launches HIP-1 Token Deployment on Mainnet,19,15,4,4,0.010292397660818716,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7030877192970915,3.9975640553823997,3.7491536140441895,0.9372884035110474,0.9993910138455999,1.7026273676850414,0.0006089861486292536,16,42,AI_Generated
影片對話,"A：你知道 Hyperliquid 最近推出的 HIP-1 現貨代幣部署功能嗎？這可是台灣加密社群裡熱議的話題！

B：當然知道啊！他們用荷蘭式拍賣來處理 Gas 費的競標，感覺很創新欸。不過，我比較...",339,203,29,4,0.013875738545815556,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7041627215625905,3.9972514955749854,3.7490158081054688,0.9372539520263672,0.9993128738937463,1.7036316195846817,0.0006871261004828266,16,42,AI_Generated
影片描述,Hyperliquid 宣佈於主網推出 HIP-1 現貨代幣部署功能，為去中心化交易市場注入全新活力。這項功能採用荷蘭式拍賣機制，讓部署者競標 Gas 費，並為每個代幣提供供應上限與內建現貨訂單簿交易...,76,63,19,4,0.00549654559679622,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7016489636778847,3.9978663079897125,3.7492685317993164,0.9373171329498291,0.9994665769974281,1.7012496917982514,0.0005334229968010362,16,42,AI_Generated
新聞標題,影視補助爭議：民視被爆要求免費授權Media Controversy: Minshi Allegedly Demands Free Rights,18,18,7,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9974635117044803,3.749124526977539,0.9372811317443848,0.9993658779261201,1.6995229863762398,0.0006341220681090887,16,43,AI_Generated
影片對話,"名嘴A：你有看到汪怡昕的發文嗎？說實話，這次民視真的太超過了，拿著政府的補助，還要人家免費授權，這臉皮真的夠厚！

名嘴B：是啊，民視拿了這麼多標案，照理說應該更尊重創作者。結果呢，反過來壓榨基層，真...",314,185,28,4,0.015270247007206904,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.704581074101008,3.996879125856073,3.748932361602783,0.9372330904006958,0.9992197814640181,1.7039979750360792,0.0007802185302110409,16,43,AI_Generated
影片描述,《國際橋牌社》導演爆民視要求免費授權 補助分配失衡引熱議 2025年1月20日，《國際橋牌社》導演汪怡昕在臉書發文，揭露台灣影視產業內幕。他指出民視曾希望免費獲得該劇播映權，並批評大型媒體對基層創作者...,111,78,19,4,0.008666950974643279,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7026000852912389,3.9971757142685624,3.7490172386169434,0.9372543096542358,0.9992939285671406,1.7020657664525987,0.0007060714270885615,16,43,AI_Generated
新聞標題,"劉姓保母姊妹虐童致死 檢方重訴求刑Nanny Sisters Charged for Child Abuse, Fatalities",17,17,6,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9983029363773883,3.749420642852783,0.9373551607131958,0.999575734094347,1.6996834039599826,0.00042426589988220353,16,44,AI_Generated
影片對話,"名嘴A：你看看這件事，簡直令人髮指！凱凱才1歲，其他受害的潘童、蔡童更小，竟然遭到如此非人的對待。這些保母到底是怎麼被選上去照顧孩子的？

名嘴B：沒錯！最可惡的是這些保母還敢錄影取樂，完全沒有一點基...",303,194,29,4,0.015000471776373094,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7045001415317578,3.9968063473468662,3.748889923095703,0.9372224807739258,0.9992015868367166,1.7038964281385367,0.0007984131575126119,16,44,AI_Generated
影片描述,劉姓保母姊妹虐童致死 檢方起訴加重求刑 台北地檢署今日偵查終結，針對劉彩萱與劉若琳涉嫌凌虐1歲男童「凱凱」致死一案，依凌虐兒童妨害身心發展致死等罪嫌提起公訴，並請求法院加重其刑。該案為國民法官適用案件...,215,151,22,4,0.01234788763854707,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7037043662904099,3.9963805339500325,3.748727798461914,0.9371819496154785,0.9990951334875082,1.7030145123738316,0.0009048665067209472,16,44,AI_Generated
新聞標題,藍白刪預算惹爭議 財政部陷假訊息風波Budget Cuts Spark Controversy; Ministry Faces Fake News Claims,18,18,6,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9961909820298747,3.748656749725342,0.9371641874313354,0.9990477455074686,1.6992722489916305,0.0009522544867606175,16,45,AI_Generated
影片對話,"名嘴A：這次預算爭議讓人不禁懷疑，財政部到底在想什麼？法定預算的事情，居然也敢拿來操作？

名嘴B：對啊，統一發票獎金明明是固定的，財政部卻說刪了18.5億會影響發票獎金，這完全是混淆視聽。

名嘴A...",250,150,27,4,0.014542222222222224,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7043626666655125,3.997475899048998,3.749117374420166,0.9372793436050415,0.9993689747622494,1.703883411387183,0.000631025231979776,16,45,AI_Generated
影片描述,藍白刪預算爭議升溫 財政部澄清假訊息 近期藍白聯盟刪減預算的舉動引發社會熱議，部分人士指控財政部隱瞞重要資訊，更有假訊息在社群媒體上流傳，聲稱刪預算將影響民生發展。財政部澄清，此次預算刪減針對特定非必...,68,52,16,4,0.0116167768882701,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7034850330653268,3.997410848052363,3.7491068840026855,0.9372767210006714,0.9993527120130907,1.7029983290701736,0.0006472879811384447,16,45,AI_Generated
新聞標題,TikTok禁令倒數 美中科技角力再升級TikTok Ban Looms as US-China Tech Clash Deepens,20,19,7,4,0.0024930747922437668,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.700747922436519,3.997359371796148,3.749070644378662,0.9372676610946655,0.9993398429490371,1.7002441487789457,0.0006601570451920669,16,46,AI_Generated
影片對話,"甲： 「這次TikTok的禁令，說白了就是美中對抗的延伸。美國不是真的擔心數據問題，而是藉由科技戰打擊中國企業，背後其實是政治操作。」

乙： 「沒錯，但美國也不是完全沒道理。你看，TikTok的數據...",350,188,26,4,0.016237146737373087,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7048711440200577,3.9991276961076174,3.749695301055908,0.937423825263977,0.9997819240269042,1.7047056492489563,0.00021807596732492662,16,46,AI_Generated
影片描述,美國最高法院近日支持《保護美國人免受外國對手控制的應用程式侵害法案》（PAFACA），要求TikTok母公司字節跳動必須在1月19日前出售美國業務，否則TikTok將在美國全面禁用。 TikTok在美...,157,114,20,4,0.011218052394367304,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.703365415717156,3.9965822409246083,3.7488417625427246,0.9372104406356812,0.9991455602311522,1.7027312327816309,0.0008544397630769751,16,46,AI_Generated
新聞標題,"台北市漫畫工會反對預算刪減 呼籲政府重視台漫未來Taipei Comics Guild Opposes Budget Cuts, Urges Support",20,20,7,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9980962628706846,3.7493438720703125,0.9373359680175781,0.999524065717671,1.6996423619716592,0.00047593427655812093,16,47,AI_Generated
影片對話,"A名嘴：台漫工會跳出來喊，說預算刪減會讓台漫寒冬回來，這是情勒還是真有危機？

B名嘴：危機確實有，但我們也要問，這麼多年來，政府花的預算到底有沒有真正幫到產業？現在有幾部台漫是能讓我們驕傲的？

A...",333,170,24,4,0.02089227635940439,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7062676829066672,3.997225956994625,3.7490243911743164,0.9372560977935791,0.9993064892486564,1.7057387372272794,0.0006935107455727785,16,47,AI_Generated
影片描述,台北市漫畫工會反對政府預算刪減，呼籲政府正視台灣漫畫的未來發展。工會指出，近年來台灣漫畫產業在國際舞台上逐漸嶄露頭角，卻因資源有限而面臨極大挑戰。對此，工會理事長強調：「漫畫不僅是文化產業，更是台灣軟...,88,62,16,4,0.012297795856588774,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7036893387558223,3.996655139089388,3.7488198280334473,0.9372049570083618,0.999163784772347,1.7030500269248248,0.0008362152218821528,16,47,AI_Generated
新聞標題,"賴政府執行黃麟凱死刑 社會熱議存廢Lai's Government Executes Huang Lin-Kai, Sparking Debate",20,20,5,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.995161931398699,3.748349189758301,0.9370872974395752,0.9987904828496748,1.6990977724732554,0.0012095171445544173,16,48,AI_Generated
影片對話,"名嘴A（支持死刑）：
黃麟凱的犯罪行為，真的叫人髮指。殺人手段這麼殘忍，造成兩條無辜人命的逝去，我認為今天的死刑執行，是對受害者家屬最起碼的交代。殺人償命，這是社會公義的底線，難道還需要討論嗎？

名...",413,209,27,4,0.02197574501865356,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7065927235044418,3.997998591553784,3.7493062019348145,0.9373265504837036,0.999499647888446,1.706215133857211,0.0005003521057831417,16,48,AI_Generated
影片描述,賴政府執行黃麟凱死刑 社會熱議存廢 2025年1月16日晚間，法務部於台北看守所刑場執行死刑犯黃麟凱的槍決，這是法務部時隔五年再次執行死刑。黃麟凱因2013年犯下殺害前女友及其母親的重大案件，被判死定...,139,96,23,4,0.01047209107713829,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7031416273219873,3.9986913759346177,3.7495474815368652,0.9373868703842163,0.9996728439836543,1.7028951887346186,0.0003271560105748694,16,48,AI_Generated
新聞標題,"鍾佳濱持油壓剪破拒馬，稱救人遭質疑Legislator Uses Hydraulic Cutter, Claims Rescue",19,19,9,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9971613306083404,3.7490110397338867,0.9372527599334717,0.9992903326520851,1.699462482423972,0.0007096673421440602,16,49,AI_Generated
影片對話,"名嘴A：這件事情我看到真的覺得荒謬，立法院外的拒馬架設本來就是為了維持現場秩序，結果鍾佳濱自己拿油壓剪剪開，還說是救人，這個理由真的是很難讓人信服。

名嘴B：對啊，而且要救人，怎麼會是立委親自出馬？...",295,164,24,4,0.018527485657245997,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7055582456960197,3.9973957298854916,3.7490906715393066,0.9372726678848267,0.9993489324713729,1.7050643008071713,0.0006510675228562635,16,49,AI_Generated
影片描述,鍾佳濱破壞拒馬事件延燒，強調「救人優先」引發爭議 2024年12月20日，民進黨立委鍾佳濱於立法院外以油壓剪破壞拒馬，引發社會各界熱議。鍾佳濱在事後透過社群媒體表示，他此舉是為了讓救護車通行，救援一名...,113,84,19,4,0.011903507715770678,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.703571052313577,3.9974971613818124,3.749129295349121,0.9372823238372803,0.9993742903454531,1.7030976285234702,0.0006257096487760627,16,49,AI_Generated
新聞標題,"警官涉虛擬貨幣洗錢案 檢調搜索19處Police Officers in Crypto Laundering, 19 Sites Raided",20,19,6,4,0.0024930747922437668,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.700747922436519,3.996156531994106,3.7486629486083984,0.9371657371520996,0.9990391329985265,1.700020928480738,0.0009608669957026361,16,50,AI_Generated
影片對話,"名嘴A： 這件事根本是一個笑話，50萬交保？你看看涂誠文這個犯罪集團，三年洗了2476億，這些涉案警官竟然只是輕輕放下。你不覺得台灣司法體系已經腐敗到令人難以忍受的地步嗎？

名嘴B： 沒錯，這50萬...",332,191,30,4,0.014207263526846614,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7042621790568997,3.997685598716902,3.749192237854004,0.937298059463501,0.9994213996792255,1.7038233541355008,0.0005786003150036745,16,50,AI_Generated
影片描述,警政署三名警官涉虛擬貨幣洗錢案，檢調搜索19處，3人50萬交保 台北訊－警政署近日發現有警官捲入虛擬貨幣洗錢案。檢調調查顯示，土城警分局偵查隊長黃祺瑋，以及刑事局張雅綸、伍國榮三名警官，疑利用自身虛擬...,212,141,22,4,0.011482946171228244,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7034448838502143,3.997987650577353,3.7493014335632324,0.9373253583908081,0.9994969126443383,1.7030648398055293,0.0005030873498909072,16,50,AI_Generated
新聞標題,數發部業務費僅剩一元 政府預算引爭議Digital Ministry's Budget Cut to NT$1 Sparks Debate,20,20,7,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9965817938934745,3.7488269805908203,0.9372067451477051,0.9991454484733685,1.6993598819310018,0.0008545515208606691,16,51,AI_Generated
影片對話,"名嘴A：
削減數發部預算是件值得討論的事。從成立至今，我們到底有沒有看到具體成效？打詐平台？還是資安成果？說實話，我沒感受到。我覺得與其浪費納稅人的錢，不如徹底檢討這個部門的存在價值。

名嘴B：
我...",276,162,25,4,0.01524820580107752,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.704574461739169,3.998076405671605,3.7493200302124023,0.9373300075531006,0.9995191014179012,1.7042062941088645,0.0004808985763279372,16,51,AI_Generated
影片描述,數發部業務費僅剩一元 政府預算引爭議 數位發展部最新年度預算案引發各界熱議，其中業務費僅被核定為一元的情況，讓人不禁質疑政府對數位政策的重視程度。有學者表示，這恐對數位發展的推動造成阻礙，但也有立委指...,103,74,16,4,0.008873672938222924,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7026621018803128,3.998343944153036,3.7494287490844727,0.9373571872711182,0.9995859860382589,1.7023507987229078,0.0004140139559702938,16,51,AI_Generated
新聞標題,麥當勞取消美樂蒂聯名 引發社會熱議McDonald’s Cancels My Melody Collaboration Amid Backlash#sora,18,18,6,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9978042070733864,3.749246597290039,0.9373116493225098,0.9994510517683466,1.699588849269685,0.000548948225882584,16,52,AI_Generated
影片對話,"A名嘴：
這次麥當勞臨時取消美樂蒂聯名活動，其實我認為問題不在聯名本身，而是企業面對社會輿論的態度。性侵事件爆發後，麥當勞應該更積極面對問題，而不是選擇迴避。

B名嘴：
我同意。如果麥當勞早一步針對...",289,175,25,4,0.013875178306616762,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.704162553490831,3.9967144379036004,3.748868942260742,0.9372172355651855,0.9991786094759001,1.7035458522914622,0.0008213905183290793,16,52,AI_Generated
影片描述,麥當勞取消美樂蒂聯名活動 引發社會熱議 台灣麥當勞原訂於2025年1月15日推出的美樂蒂聯名活動，昨（14日）晚間宣布取消。該活動計畫推出以美樂蒂為主題的8款限量包裝，以及春節限定餐點「金迎招財薯來堡...,190,129,22,4,0.009390250459391673,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7028170751366634,3.9981436734406244,3.749370574951172,0.937342643737793,0.9995359183601561,1.7024724887903175,0.0004640816340730769,16,52,AI_Generated
新聞標題,88會館負責人郭哲敏2億元交保 檢方提抗告88 Club Chief Released on $2B Bail; Prosecutors Appeal,22,20,7,4,0.00409090909090909,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7012272727261184,3.9975462468694696,3.749166488647461,0.9372916221618652,0.9993865617173675,1.7007711805297308,0.0006134382768616664,16,53,AI_Generated
影片對話,"名嘴A：郭哲敏這2億元交保，真是讓人摸不著頭緒。他曾經逃亡海外，今天法院竟然說科技設備可以有效監控，我真是替司法體系捏把冷汗。

名嘴B：我同意，尤其是他涉案金額高達217億元，這種規模的犯罪，說是重...",262,163,27,4,0.012899151539459834,0.003816793893129771,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7042514248499967,3.9984263917393887,3.7494583129882812,0.9373645782470703,0.9996065979348471,1.7039560696334328,0.0003934020593820975,16,53,AI_Generated
影片描述,88會館負責人郭哲敏2億元交保，檢方將提抗告 因涉嫌地下匯兌217億元及經營線上賭博獲利16億元，「88會館」負責人郭哲敏於今日以2億元交保，並接受科技設備監控。新北地方法院表示，考量案件已辯論終結，...,139,95,20,4,0.01163355188425437,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.703490065564122,3.9970969891263257,3.7490124702453613,0.9372531175613403,0.9992742472815814,1.7029499031197373,0.0007257527126477425,16,53,AI_Generated
新聞標題,衛福部推LGBT+醫療新指引 未成年手術掀爭議New LGBT+ Medical Guidelines Spark Debate in Taiwan,20,18,7,4,0.004938271604938272,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7014814814803272,3.9979847861504973,3.749300479888916,0.937325119972229,0.9994961965376243,1.7011009127445729,0.0005038034566048344,16,54,AI_Generated
影片對話,"名嘴A：
「我覺得這次的指引其實很具爭議，尤其是針對未成年人的部分。青春期的孩子心理和生理發展都還不成熟，怎麼可能有能力對這麼重大、不可逆的手術負責？」

名嘴B：
「沒錯，而且指引中提到要有專業團隊...",298,173,27,4,0.014095551866486701,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7042286655587917,3.9975945022791968,3.749141216278076,0.937285304069519,0.9993986255697992,1.7037648771851364,0.000601374424429979,16,54,AI_Generated
影片描述,衛福部LGBT+醫療新指引上路 未成年性別重置手術引爭議 衛生福利部近日正式發布「LGBT+民眾醫療照護參考指引」，試圖藉由具體規範，改善多元性別族群在醫療服務中的遭遇。然而，指引中針對未成年者性別重...,337,198,27,4,0.017945316547060997,0.005934718100890208,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7059770667730532,3.9966982781077802,3.7488512992858887,0.9372128248214722,0.9991745695269451,1.705352500393952,0.0008254304672841162,16,54,AI_Generated
新聞標題,教育部澄清：林郁婷性別爭議非事實MOE Denies Gender Controversy for Lin Yu-Ting,17,17,6,4,0.0,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.6999999999988458,3.9982943957692356,3.749413013458252,0.937353253364563,0.9995735989423089,1.6996799251717627,0.00042640105192026656,16,55,AI_Generated
影片對話,"A名嘴：你看看教育部，這什麼操作？拿林郁婷當例子，結果搞得好像她真的是跨性別選手一樣，這不就是在害她嗎？這種會議紀錄也能公開，真的是豬隊友。

B名嘴：完全同意，林郁婷已經夠可憐了。IBA那些刁難已經...",331,175,27,4,0.02163033479252728,0.0,fast_qiskit_with_collapse_v2.0,post_readout,4096,0.0,3.9999999999769167,3.75,0.9375,0.9999999999942292,1.7064891004366038,3.996832663322829,3.748894691467285,0.9372236728668213,0.9992081658307073,1.7058886101908137,0.0007918341635219095,16,55,AI_Generated
