field,original_text,word_count,unique_words,categorical_diversity,quantum_circuit_qubits,von_neumann_entropy,superposition_strength,quantum_coherence,semantic_interference,frame_competition,emotional_intensity,multiple_reality_strength,analysis_version,record_id,data_source
影片對話,"A：這次大林慈濟醫院的壁畫事件，牽涉到藝術家權益和道德責任，我認為這不是單純的契約問題，還牽涉到對創作者尊重的基本價值。

B：沒錯，但也要看到法律層面的事實。李健儀當年簽署了讓與契約，既然草稿版權屬...",287,165,23,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.020774869377973595,1.0000000000057712,0.0,0.6623246081350748,fast_qiskit_density_matrix_v1.1_normalized,62,AI_Generated
影片描述,李健儀壁畫事件引熱議，慈濟補救措施遭質疑 嘉義大林慈濟醫院日前陷入一場藝術版權爭議。該院內著名壁畫《佛陀問病圖》原創者李健儀教授，於1999年應邀創作草稿，後遭終止合作，作品被他人臨摹完成，卻未註明其...,116,84,20,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.01126945030885917,1.0000000000057712,0.0,0.6338083509277315,fast_qiskit_density_matrix_v1.1_normalized,62,AI_Generated
新聞標題,"林秉文發文否認逃亡，批政治抹黑Lin Bingwen Denies Fleeing, Slams Political Smears",16,16,6,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,63,AI_Generated
影片對話,"**A名嘴：**林秉文這篇聲明真的太搞笑了，他逃亡的理由居然是「私人因素」，這根本是對司法的挑釁。更何況他在逃亡期間還能大剌剌地發臉書，這已經不是囂張，而是蔑視司法。

**B名嘴：**我完全同意。更...",334,169,28,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.02604091211855202,1.0000000000057712,0.0,0.6781227363568101,fast_qiskit_density_matrix_v1.1_normalized,63,AI_Generated
影片描述,百億賭王林秉文否認潛逃，強調面對司法 林秉文針對通緝案，今日於社群媒體發文澄清，表示並非因司法問題逃亡，而是處理私人事務。他抨擊外界對他的不實指控，稱這些言論不僅傷害他個人，更對司法公正構成威脅。他強...,79,58,15,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.012526528093439094,1.0000000000057712,0.0,0.6375795842814713,fast_qiskit_density_matrix_v1.1_normalized,63,AI_Generated
新聞標題,"川普揚言奪取巴拿馬運河與格陵蘭Trump Threatens Control of Panama Canal, Greenland",14,14,7,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,64,AI_Generated
影片對話,"A: 川普這次的言論，真的讓人目瞪口呆。他不僅要巴拿馬運河，還要格陵蘭，這完全是殖民時代的套路！難道美國現在要回到19世紀？

B: 的確，這種話在當今的國際社會簡直無法想像。但你要知道，川普的這種手...",337,183,29,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.026307411450839115,1.0000000000057712,0.0,0.6789222343536714,fast_qiskit_density_matrix_v1.1_normalized,64,AI_Generated
影片描述,美國候任總統川普近日表示，可能採取軍事或經濟手段控制巴拿馬運河和格陵蘭。他強調這兩個地區對美國經濟及國家安全至關重要。川普稱運河受到外國干預，但巴拿馬官方迅速否認。此外，丹麥政府亦重申，格陵蘭的命運應...,94,69,20,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.009550112393695229,1.0000000000057712,0.0,0.6286503371822396,fast_qiskit_density_matrix_v1.1_normalized,64,AI_Generated
新聞標題,歌手邱軍涉肇逃過失致死 檢方聲押Singer Qiu Jun Faces Charges of Hit-and-Run,20,19,6,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.002493074792243767,1.0000000000057712,0.0,0.6074792243778853,fast_qiskit_density_matrix_v1.1_normalized,65,AI_Generated
影片對話,"甲名嘴：
邱軍這件事情，第一時間肇事逃逸，已經是無法容忍的行為了。身為一個公眾人物，他的行為不僅違法，更對社會風氣造成了負面影響。尤其，這案件延燒至今，他甚至沒有出面道歉，這是對死者家屬的極大不尊重！...",391,203,25,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.025523687218774193,1.0000000000057712,0.0,0.6765710616574766,fast_qiskit_density_matrix_v1.1_normalized,65,AI_Generated
影片描述,歌手邱軍涉肇事逃逸 檢方聲押禁見 知名歌手邱軍於去年年底駕車發生嚴重車禍，撞擊兩名計程車司機後迅速逃離現場，造成一名司機不幸傷重不治。基隆地檢署近日偵訊後認為，邱軍涉嫌肇事逃逸與過失致死，犯罪嫌疑重大...,162,116,24,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.013077832092893529,1.0000000000057712,0.0,0.6392334962798346,fast_qiskit_density_matrix_v1.1_normalized,65,AI_Generated
新聞標題,新北三重建案挖地基釀災，鄰屋倒塌Foundation Work in Sanchong Causes Building Collapse,17,17,9,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,66,AI_Generated
影片對話,"A名嘴：
這次的「莘聖沐光居」事件真的是都市更新的縮影。你看，一個才成立5年的小建商，資本額2200萬元，就敢開發這麼高難度的建案，出了事誰賠？居民現在房子沒了，未來可能還得自己掏錢維修或重新蓋房。這...",417,231,27,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.018377337259893555,1.0000000000057712,0.0,0.6551320117808347,fast_qiskit_density_matrix_v1.1_normalized,66,AI_Generated
影片描述,新北三重建案地基開挖事故，鄰房倒塌幸無傷亡 1月6日上午，新北市三重區六張街「莘聖沐光居」建案進行地下室施工時，因地質不穩導致鄰近184號與190號住宅嚴重傾斜，其中184號住宅當晚倒塌，190號則於...,155,115,21,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.007298005975974145,1.0000000000057712,0.0,0.6218940179290764,fast_qiskit_density_matrix_v1.1_normalized,66,AI_Generated
新聞標題,"柯建銘提出雙罷方案，改革案再掀波瀾Ko Chien-ming Proposes Dual Recall Plan, Reform Sparks Debate",23,23,9,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,67,AI_Generated
影片對話,"A：柯建銘這一招，明顯是「搏命操作」。他在民進黨內部已經有些失勢，總召位置可能岌岌可危，所以才出此激進策略，試圖拉回聲量。

B：同意，他大張旗鼓說要罷免41席藍營立委，其實政治意義大於實際操作意義。...",268,170,26,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.014826731394928475,1.0000000000057712,0.0,0.6444801941859395,fast_qiskit_density_matrix_v1.1_normalized,67,AI_Generated
影片描述,民進黨總召柯建銘近日提出「雙罷方案」，主張結合對立委的罷免與公職人員罷免制度，旨在提升政治責任感與民意參與度。此方案一經公佈，隨即引發政界及社會各界的廣泛討論。支持者認為該提案將有助於健全民主機制，讓...,134,95,20,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.012332244594203496,1.0000000000057712,0.007462686567164179,0.637743002440481,fast_qiskit_density_matrix_v1.1_normalized,67,AI_Generated
新聞標題,黑熊學院補助爭議延燒 朝野互批圖利Funding Controversy: Black Bear Academy Sparks Debate,16,16,7,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,68,AI_Generated
影片對話,"A： 黑熊學院這次的補助爭議，其實揭露了一個老問題：政府對於非營利組織的補助監督，到底到位了嗎？拿人民的納稅錢，卻無法完全說清楚用途，這怎麼能不引發爭議？

B： 我倒覺得，這筆錢的申請流程是合法的，...",318,181,30,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.01590228756043148,1.0000000000057712,0.0031446540880503146,0.6480213280912536,fast_qiskit_density_matrix_v1.1_normalized,68,AI_Generated
影片描述,近期，黑熊學院因申請100萬補助金舉辦「全球民防與社會韌性領袖論壇」，引發輿論熱議。國民黨立委質疑經費用途不透明，並批評學院的操作缺乏誠信。然而，黑熊學院表示，補助金完全用於活動場地租賃及外賓差旅費，...,100,77,19,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.014042840276606496,1.0000000000057712,0.0,0.6421285208309735,fast_qiskit_density_matrix_v1.1_normalized,68,AI_Generated
新聞標題,苗博雅因言論爭議道歉，黃國昌父喪成焦點Miao Boya Apologizes for Remarks Amid Huang's Grief,20,20,7,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,69,AI_Generated
影片對話,"A： 我覺得這件事最核心的問題，是苗博雅到底有沒有「公領域評論」的正當性。批評政策或行為可以，但講外貌真的不太恰當吧？

B： 確實，她一開始說黃國昌沒刮鬍子、故意憔悴，這已經超越了政策討論的範疇，直...",260,146,22,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.020257805620913144,1.0000000000057712,0.0,0.6607734168638935,fast_qiskit_density_matrix_v1.1_normalized,69,AI_Generated
影片描述,苗博雅言論爭議後致歉，黃國昌喪父成焦點 近日，台北市議員苗博雅因在節目中針對民眾黨總召黃國昌的外表發表評論，引發社會熱議。她在評論中質疑黃國昌未整理儀容，並暗指此舉可能是為了引發同情。然而，黃國昌隨後...,170,105,22,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.013824196345204747,1.0000000000057712,0.0,0.6414725890367683,fast_qiskit_density_matrix_v1.1_normalized,69,AI_Generated
新聞標題,軍公教加薪3%延後發放，政爭再掀波瀾3% Pay Raise Delayed: Politics Stirs Tensions,22,20,9,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.00409090909090909,1.0000000000057712,0.0,0.6122727272738813,fast_qiskit_density_matrix_v1.1_normalized,70,AI_Generated
影片對話,"A: 這次軍公教加薪延後的問題，根本就是政治鬥爭下的犧牲品。藍白在立法院杯葛預算，直接影響到基層民眾的生活，這說得過去嗎？

B: 說得好像民進黨沒有責任一樣。預算編列是去年就該準備好的，怎麼會拖到現...",347,183,28,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.020740261136113942,1.0000000000057712,0.0,0.6622207834094958,fast_qiskit_density_matrix_v1.1_normalized,70,AI_Generated
影片描述,軍公教加薪3%延後發放，基層民怨高漲 由於中央政府總預算案尚未通過，軍公教人員預定自2025年1月起實施的3%薪資調漲無法如期發放。此次延遲影響約73萬名軍公教人員，主要牽涉本俸、專業加給及主管職務加...,153,109,20,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.00948842910056315,1.0000000000057712,0.0,0.6284652873028435,fast_qiskit_density_matrix_v1.1_normalized,70,AI_Generated
新聞標題,台南廢土案：300公頃土地遭污染！Tainan Scandal: 300 Hectares of Soil Polluted,18,17,8,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0030757400999615538,1.0000000000057712,0.0,0.6092272203010387,fast_qiskit_density_matrix_v1.1_normalized,71,AI_Generated
影片對話,"名嘴A：
「哇，這起台南的廢土案規模真是嚇死人，300多公頃！這些業者怎麼敢明目張膽地掩埋建築廢棄物，還選在魚塭和農田裡？不僅破壞土地，更毒害當地農漁業，影響深遠。」

名嘴B：
「說真的，這背後肯定...",305,180,24,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.016469844161100995,1.0000000000057712,0.0,0.649409532484457,fast_qiskit_density_matrix_v1.1_normalized,71,AI_Generated
影片描述,台南廢土案：環保犯罪集團大曝光，420足球場規模震撼社會 台南市近日揭發一起驚人的非法廢棄物傾倒案件，涉案規模達300公頃，相當於420個足球場，讓社會譁然。該環保犯罪集團由許姓土方業者主導，與林姓營...,197,135,27,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.009307235417406504,1.0000000000057712,0.0,0.6279217062533735,fast_qiskit_density_matrix_v1.1_normalized,71,AI_Generated
新聞標題,"中校偽造父親訃聞請假 被檢方起訴Colonel Fakes Father's Obituary, Faces Prosecution",18,18,7,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,72,AI_Generated
影片對話,"A： 自殘這一步實在讓人無法理解。他擔心謊言敗露影響退伍，居然住院拖到退伍令生效，這樣的極端行為，不僅傷害自己，還對軍隊形象造成重大損害。

B： 的確，這也反映出軍隊內對心理健康的忽視。如果吳男平時...",356,189,23,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.02115568565244565,1.0000000000057712,0.0,0.663467056958491,fast_qiskit_density_matrix_v1.1_normalized,72,AI_Generated
影片描述,中校偽造父親喪訊請假又自殘 檢方提起重訴 新北市後備旅一名吳姓中校營長為與女性友人見面，偽造父親過世的假消息，藉此請假15天，期間更以自殘方式住院躲避責任。事情敗露後，檢方以違反軍法等罪名對吳男提起公...,96,72,20,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0066550925925925935,1.0000000000057712,0.0,0.6199652777789317,fast_qiskit_density_matrix_v1.1_normalized,72,AI_Generated
新聞標題,"內政部稱預算刪減恐影響施政，引輿論抨擊Ministry Warns Budget Cuts May Impact Policies, Faces Backlash",21,21,7,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,73,AI_Generated
影片對話,"A： 我認為內政部這篇臉書發文根本是一種政治操作。283.5億，占28%的預算刪減，居然用來恐嚇說會影響民生？這不是在告訴大家，沒有他們中央的補助，地方政府就什麼都做不了嗎？

B： 這點我同意。其實...",302,174,22,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.01700995433622155,1.0000000000057712,0.0033112582781456954,0.6513609888376332,fast_qiskit_density_matrix_v1.1_normalized,73,AI_Generated
影片描述,內政部警告預算刪減可能影響施政，引發爭議 近日，《財政劃分法》修正案通過，內政部表示明年度將面臨283.5億元的預算刪減，佔其總預算的28%。內政部強調，此舉可能對重大施政項目產生影響。然而，這一聲明...,215,146,23,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.015686218890057474,1.0000000000057712,0.0,0.6470586566713264,fast_qiskit_density_matrix_v1.1_normalized,73,AI_Generated
新聞標題,前助理蘿拉反咬蔡阿嘎，控逃稅與非MIT商品英文Ex-Assistant Laura Accuses Tsai Aga of Tax Evasion and Fake MIT Products,27,26,11,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0013697129081744462,1.0000000000057712,0.0,0.6041091387256774,fast_qiskit_density_matrix_v1.1_normalized,74,AI_Generated
影片對話,"名嘴A：
蘿拉的反擊聲明無疑將這起風波推向高潮。她承認了非法牟利，卻反控蔡阿嘎公司違法。這種操作，我認為更多是為了轉移焦點。

名嘴B：
沒錯，她提到的「待遇不公」確實很有煽動性，因為不少網友認為網紅...",363,206,24,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.01991688277560479,1.0000000000057712,0.0,0.6597506483279684,fast_qiskit_density_matrix_v1.1_normalized,74,AI_Generated
影片描述,知名YouTuber蔡阿嘎與前助理蘿拉之間的爭議再度升溫。蘿拉於12月31日公開指控，稱公司涉嫌逃稅、販售標榜「台灣製造」但實際來自中國的商品，並表示她曾協助公司進行不正當操作。然而，蔡阿嘎與妻子二伯...,197,126,24,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.015590688239950988,1.0000000000057712,0.0,0.6467720647210069,fast_qiskit_density_matrix_v1.1_normalized,74,AI_Generated
新聞標題,"趙露思罹失語症停工休養 引心理健康關注Zhao Lusi Faces Aphasia, Sparks Mental Health Awareness",17,17,5,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,75,AI_Generated
影片對話,"名嘴A：趙露思的事件凸顯心理健康的重要性
趙露思的經歷讓我們不得不正視演藝圈的高壓環境。過度消耗的身體與精神最終導致了失語症這樣的情況。她的工作室雖已停工讓她休養，但我們是否該反思這種病倒後才補救的模...",324,184,21,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.023340684730098725,1.0000000000057712,0.0030864197530864196,0.6703306961667588,fast_qiskit_density_matrix_v1.1_normalized,75,AI_Generated
影片描述,26歲中國女星趙露思近期因健康問題暫停工作，引起廣泛討論。她因突發身體不適，被發現坐輪椅前往醫院，事後證實罹患失語症。目前，她專注於治療和復健，其好友也出面報平安，強調她正在逐步恢復。心理專家表示，這...,86,69,18,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.010585034412352295,1.0000000000057712,0.0,0.6317551032382109,fast_qiskit_density_matrix_v1.1_normalized,75,AI_Generated
新聞標題,高鐵南延屏東 高雄方案啟動經濟新章HSR Extension to Pingtung: Kaohsiung Plan Launches,15,15,6,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,76,AI_Generated
影片對話,"甲名嘴：
「這次高鐵南延確定選擇高雄方案，我是支持的！左營站早就飽和，延伸到高雄車站能吸引更多人流，對周邊商圈經濟有利。你看看，連卓榮泰都說這能帶動大南方新矽谷的產業發展，這可是長遠規劃啊！」

乙名...",361,195,26,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.01506764939963321,1.0000000000057712,0.0,0.6452029482000536,fast_qiskit_density_matrix_v1.1_normalized,76,AI_Generated
影片描述,行政院宣布，高鐵南延屏東將採用「高雄方案」，路線將從高雄車站延伸到屏東市，計畫旨在提升運輸效能並促進區域經濟發展。此方案兼顧行車安全與高雄市南北均衡發展，並帶動屏東納入高鐵生活圈。然而，此計畫也引發爭...,91,68,16,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.009247024601695882,1.0000000000057712,0.01098901098901099,0.6288399749051428,fast_qiskit_density_matrix_v1.1_normalized,76,AI_Generated
新聞標題,柯文哲3000萬交保 北檢不滿將抗告Ko Wen-je Released on $3 Million Bail; Prosecutors to Appeal,23,23,8,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,77,AI_Generated
影片對話,"名嘴A： 我覺得啦，3000萬這金額根本是「象徵意義大於實際效果」。以柯文哲的身家，這錢拿得出來，但問題是，他在這案子裡面的角色，難道真有這麼大的嫌疑？

名嘴B： 我倒覺得3000萬對一般人來說是天...",305,165,27,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.01874241671559108,1.0000000000057712,0.0,0.6562272501479273,fast_qiskit_density_matrix_v1.1_normalized,77,AI_Generated
影片描述,台北地檢署偵辦京華城案，指控前市長柯文哲涉及重大貪污與圖利案件，並起訴11人，包括柯文哲本人。法院裁定柯文哲以新台幣3000萬元交保，並限制其出境與接觸證人。此案引發社會高度關注，不少人質疑交保金額是...,85,66,18,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.011680980932317828,1.0000000000057712,0.0,0.6350429427981075,fast_qiskit_density_matrix_v1.1_normalized,77,AI_Generated
新聞標題,113學年大專註冊率公布！9校低於六成University Enrollment Rates: 9 Schools Below 60%,22,21,10,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.002061430632859205,1.0000000000057712,0.0,0.6061842918997316,fast_qiskit_density_matrix_v1.1_normalized,78,AI_Generated
影片對話,"A： 這次新生註冊率的數據真的不容樂觀，尤其是那些連續多年低於六成的學校，還能撐多久？

B： 沒錯，像真理大學、大葉大學這些私校，如果長期沒有改善，恐怕離退場不遠了。少子化帶來的影響其實不僅是教育界...",299,179,27,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.015088527356097576,1.0000000000057712,0.0033444816053511705,0.6456000302299818,fast_qiskit_density_matrix_v1.1_normalized,78,AI_Generated
影片描述,少子化衝擊下的台灣大專校院註冊率現狀 教育部近日公佈113學年度大專校院新生註冊率，結果顯示9所學校註冊率低於六成，雖然比去年19所減少，但少子化對高等教育的影響日益明顯。真理大學以30.49%成為最...,200,122,24,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.014021768341843594,1.0000000000057712,0.005,0.6425653050266847,fast_qiskit_density_matrix_v1.1_normalized,78,AI_Generated
新聞標題,hMPV疫情升溫：高危群體需警惕，專家籲科學防疫Rising hMPV Cases: Experts Urge Caution and Prevention,22,21,7,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.002061430632859205,1.0000000000057712,0.0,0.6061842918997316,fast_qiskit_density_matrix_v1.1_normalized,79,AI_Generated
影片對話,"A: 最近hMPV病例增加，引起了不小的討論。很多人擔心會不會像2020年的疫情一樣，您覺得這次情況嚴重嗎？

B: 我認為大可不必過度緊張。hMPV早在2001年就被發現，主要影響上呼吸道，致死率和...",444,232,29,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.019729301239408255,1.0000000000057712,0.0,0.6591879037193787,fast_qiskit_density_matrix_v1.1_normalized,79,AI_Generated
影片描述,近期呼吸道疾病高峰期，醫界觀察到人類間質肺炎病毒（hMPV）感染病例持續增加。專家提醒，高危人群需加強防護，但對大多數人來說，症狀與感冒類似，無需恐慌。當前尚無針對該病毒的疫苗或特效藥，防疫應以個人衛...,69,56,19,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.008276952085181897,1.0000000000057712,0.0,0.6248308562566998,fast_qiskit_density_matrix_v1.1_normalized,79,AI_Generated
新聞標題,北檢起訴柯文哲：求刑28年半Ko Wen-je Indicted: 28 Years Sought,17,16,8,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.003446691176470588,1.0000000000057712,0.0,0.6103400735305657,fast_qiskit_density_matrix_v1.1_normalized,80,AI_Generated
影片對話,"A: 柯文哲被北檢求處28年半，這判刑需求真的是震撼彈。你們覺得檢方有把握嗎？

B: 老實說，我看到的更多是政治操作的影子。檢方的說法裡，光是所謂千萬元賄款與財團百億利益這個比例，就讓人覺得說不過去...",456,247,26,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.020741475301458253,1.0000000000057712,0.0,0.6622244259055288,fast_qiskit_density_matrix_v1.1_normalized,80,AI_Generated
影片描述,柯文哲涉貪案 北檢求處重刑28年半 台北地檢署於今日針對前市長柯文哲涉嫌京華城容積率案及政治獻金案，正式起訴其違反貪污治罪條例及刑法多項罪名。檢方指出，柯文哲在市長任內，涉嫌接受巨額賄賂並挪用政治獻金...,101,79,22,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.00675190095519727,1.0000000000057712,0.0,0.6202557028667458,fast_qiskit_density_matrix_v1.1_normalized,80,AI_Generated
新聞標題,大法官提名衝擊司法信任 Judicial Nomination Standoff,8,8,4,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,81,AI_Generated
影片對話,"A： 「今天這件事太精彩了！劉靜怡被民進黨封殺，理由竟然是她罵過民進黨高層，這還有沒有民主精神？」

B： 「其實，從黨紀出發，民進黨這樣的決定並不意外。他們希望所有人都站在同一陣線，但問題是，劉靜怡...",290,161,30,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.016783888446193936,1.0000000000057712,0.0,0.6503516653397359,fast_qiskit_density_matrix_v1.1_normalized,81,AI_Generated
影片描述,立法院審大法官提名，民進黨內部矛盾浮現 台灣立法院今日針對總統賴清德提名的七位大法官進行投票，其中民進黨團對劉靜怡的提名公開表達不支持，並宣布任何支持者將被開除黨籍。這項舉措不僅引發政壇震撼，也讓外界...,199,131,23,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.012532214126983616,1.0000000000057712,0.0,0.6375966423821049,fast_qiskit_density_matrix_v1.1_normalized,81,AI_Generated
新聞標題,長照負擔沉重 弒親案震驚社會Family Burden Sparks Shocking Murder Case,13,13,5,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,82,AI_Generated
影片對話,"A名嘴：這起弒父案件真的讓人唏噓。32歲的楊姓男子照顧父親多年，最後卻選擇以極端的方式結束他的生命。這不只是家庭悲劇，更反映出台灣長照制度的缺陷。

B名嘴：沒錯，楊男雖然犯下不可原諒的罪行，但我們也...",453,244,26,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.020772079652921514,1.0000000000057712,0.008830022075055188,0.663199241167424,fast_qiskit_density_matrix_v1.1_normalized,82,AI_Generated
影片描述,新北市一名32歲男子因不堪父親長期病痛的照顧壓力，於今年8月在桃園東眼山犯下弒父案，檢方依殺害直系血親罪起訴。調查顯示，男子多年來獨自承擔照護責任，精神與經濟壓力倍增，最終釀成悲劇。 他事發當天飲酒壯...,132,100,19,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.009072727272727274,1.0000000000057712,0.0,0.6272181818193359,fast_qiskit_density_matrix_v1.1_normalized,82,AI_Generated
新聞標題,北市麥當勞性侵案 少女憂鬱輕生McDonald's Scandal: Teen Dies After Abuse,16,16,8,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,83,AI_Generated
影片對話,名嘴A：這次麥當勞的事件，真的是讓人心痛。我們可以看到，受害者母親在Threads上的指控，有非常具體的時間軸和對話記錄，這不禁讓人懷疑，為什麼公司內部調查最後只是認定性騷擾？這是否有淡化責任的嫌疑？...,394,204,29,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.018451269230694168,1.0000000000057712,0.0025380710659898475,0.6556076147998354,fast_qiskit_density_matrix_v1.1_normalized,83,AI_Generated
影片描述,台北市一名麥當勞前主管被指控利用職權對未成年女員工長期進行性騷擾甚至性侵，最終導致該名少女因憂鬱症自殺身亡。受害者母親在社群平台發文揭露此事，並向公司和司法機關尋求正義。 據母親描述，受害者在工作期間...,146,109,19,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.008573606068397454,1.0000000000057712,0.0,0.6257208182063463,fast_qiskit_density_matrix_v1.1_normalized,83,AI_Generated
新聞標題,"三重老伯鬧跳蛙公車，全車延誤半小時Elderly Man Disrupts Bus, Delays Passengers",19,19,8,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.0,1.0000000000057712,0.0,0.600000000001154,fast_qiskit_density_matrix_v1.1_normalized,84,AI_Generated
影片對話,"名嘴A：這起事件讓我感到很無奈，首先，這名老伯的行為確實不妥，沒訂位又要搶座位，還大鬧半小時，完全不顧其他乘客的權益。現在是通勤高峰期，每分鐘都很重要，他這麼鬧，全車人遲到，這不是自私嗎？

名嘴B：...",347,197,27,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.017346462090294727,1.0000000000057712,0.0,0.6520393862720382,fast_qiskit_density_matrix_v1.1_normalized,84,AI_Generated
影片描述,新北市三重區，一名67歲男子誤搭僅限訂位的跳蛙公車，導致車輛延誤半小時，引起乘客不滿。該男子堅持未事先得知須訂位規定，與司機發生激烈爭執，甚至要求退票。全車乘客證實皆有訂位，最終該男子在警方勸解下退票...,99,70,17,4,-1.4421826120167546e-12,0.9999999999999993,14.999999999999998,0.010243248814677383,1.0000000000057712,0.0,0.6307297464451862,fast_qiskit_density_matrix_v1.1_normalized,84,AI_Generated
