record_id,field,original_text,word_count,emotion_positive_amplitude,emotion_neutral_amplitude,emotion_negative_amplitude,reform_positive_amplitude,reform_reactive_amplitude,reform_superficial_amplitude,positive_emotion_intensity,negative_emotion_intensity,active_voice_bonus,future_tense_bonus,context_type,reform_word_count,frame_competition,emotion_frame_strength,reform_frame_strength,frame_entanglement,von_neumann_entropy,semantic_interference,multiple_reality_strength,frame_conflict_strength,semantic_ambiguity,circuit_depth,circuit_gates,qubit_count,quantum_frames_enabled,analysis_version
225,新聞標題,"柯建銘爆嗆林淑芬：你是哪國的？Ko Yells: ""Which Country Are You From?""",27,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262599999999998,0.009742239437999997,0.9182238168403144,0.0001423828125000001,0.3673322415798758,0.1885158830870629,0.5998998232639072,2,7,6,True,quantum_frames_v1.0
226,新聞標題,醫療疏失！誤切雙側卵巢惹爭議 Medical Error Both Ovaries Removed,18,0.0,0.2425356250363329,0.9701425001453319,0.33,0.33,0.34,0.0,0.8,0.0,0.0,normal,0,0.7495159484690024,0.1569149701391234,0.2919850298608766,0.00541108659619958,0.749515948469002,0.00023447265624999995,0.3898767211844759,0.39260873299190024,0.5164313100592007,2,8,6,True,quantum_frames_v1.0
227,新聞標題,極端思想入侵！新國2青少年遭查辦2 Radicalised Youths Detained in SG,20,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403146,0.2962739999999999,0.15262600000000004,0.009742239437999995,0.9182238168403144,0.00012700195312500027,0.36732762732206337,0.18851588308706294,0.5998952090060947,2,7,6,True,quantum_frames_v1.0
228,新聞標題,"川普對台課32%關稅 朝野掀交鋒Trump Slaps 32% Tariff on Taiwan, Tensions Rise",23,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.00019379882812500015,0.3673476663845633,0.1885158830870629,0.5999152480685946,2,7,6,True,quantum_frames_v1.0
229,新聞標題,台鐵8138萬紀念燈惹議 引眾怒Memorial Lights Spark Backlash in Taiwan,18,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.00015312499999999978,0.3673354642361258,0.1885158830870629,0.5999030459201572,2,7,6,True,quantum_frames_v1.0
230,新聞標題,"台北漢堡店長偷拍未成年曝光」""Taipei Burger Manager Filmed Teen Staff""",20,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.0001477050781250002,0.3673338382595633,0.1885158830870629,0.5999014199435947,2,7,6,True,quantum_frames_v1.0
231,新聞標題,"川普課32%關稅 高層吃潤餅Taiwan’s Prez Cheers Music, Not Crisis",20,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00013203124999999977,0.36732913611112583,0.1885158830870629,0.5998967177951572,2,7,6,True,quantum_frames_v1.0
232,新聞標題,傳產遭關稅重創 勞工恐放無薪假Tariffs Devastate Traditional Industries; Unpaid Leave Looms for Workers,25,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.0003695800781249996,0.3674004007595633,0.1885158830870629,0.5999679824435947,2,7,6,True,quantum_frames_v1.0
233,新聞標題,"高考女職員不會Word被解職提告High Exam Score, Zero Skills? Lawsuit!",21,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.05,normal,0,0.9182238168403145,0.29627400000000004,0.15262599999999998,0.009742239437999997,0.9182238168403144,0.0001423828125000001,0.3673322415798758,0.1885158830870629,0.5998998232639072,2,7,6,True,quantum_frames_v1.0
234,新聞標題,中華女足主場賽取消 草皮遭疑不合格Taiwan vs NZ Match Canceled Over Turf,22,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262599999999998,0.009742239437999997,0.9182238168403144,0.0001423828125000001,0.3673322415798758,0.1885158830870629,0.5998998232639072,2,7,6,True,quantum_frames_v1.0
235,新聞標題,座位引爆火藥味 國會協商變修羅場Who Sits Where? Dignity in Dispute,19,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.05,normal,0,0.9182238168403143,0.29627400000000004,0.15262600000000012,0.009742239438000006,0.9182238168403147,0.00012207031250000014,0.36732614782987577,0.18851588308706288,0.5998937295139074,2,7,6,True,quantum_frames_v1.0
236,新聞標題,廣末涼子爆打護理師 現行犯被捕Ryoko Hirosue Arrested for Kicking Nurse,19,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.0001477050781250002,0.3673338382595633,0.1885158830870629,0.5999014199435947,2,7,6,True,quantum_frames_v1.0
237,新聞標題,移民署限期補件 陸配恐除戶撤證NIA Demands Docs or Revokes Residency,20,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00013203124999999977,0.36732913611112583,0.1885158830870629,0.5998967177951572,2,7,6,True,quantum_frames_v1.0
238,新聞標題,"特休被清零 北捷勞權再掀爭議Outsourced, Overworked, Overlooked",15,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000012,0.009742239438,0.9182238168403144,0.0001124999999999999,0.3673232767361258,0.1885158830870629,0.5998908584201572,2,7,6,True,quantum_frames_v1.0
239,新聞標題,司法難辨真相？斯德哥爾摩作祟Victim or Willing? Stockholm Clouds Court,18,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.0001477050781250002,0.3673338382595633,0.1885158830870629,0.5999014199435947,2,7,6,True,quantum_frames_v1.0
240,新聞標題,"關稅核彈來襲 府稱無預算赴美Tariff Hits Taiwan, No Travel Funds?",22,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403143,0.29627400000000004,0.15262600000000012,0.009742239438000006,0.9182238168403147,0.00012207031250000014,0.36732614782987577,0.18851588308706288,0.5998937295139074,2,7,6,True,quantum_frames_v1.0
241,新聞標題,偷錄評審會議 遭解聘起訴Spycam Scandal Shakes Academia,13,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.05,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,8.61328125000002e-05,0.3673153665798758,0.1885158830870629,0.5998829482639072,2,7,6,True,quantum_frames_v1.0
242,新聞標題,吳思瑤力挺：先知總是寂寞的DPP defends: “Prophets are lonely,18,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403147,0.2962739999999998,0.15262599999999998,0.00974223943799999,0.9182238168403144,0.0001033203125000002,0.36732052282987593,0.18851588308706296,0.5998881045139073,2,7,6,True,quantum_frames_v1.0
243,新聞標題,"財部研議取消小包裹免稅引爆民怨Taiwan May Cancel Duty-Free Parcels, Public Reacts",24,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.00020629882812499972,0.3673514163845633,0.1885158830870629,0.5999189980685947,2,7,6,True,quantum_frames_v1.0
244,新聞標題,"台美11日關稅對談 賴總統喊話備戰Taiwan, US Start Tariff Talks on April 11",27,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.00016425781250000004,0.3673388040798758,0.1885158830870629,0.5999063857639072,2,7,6,True,quantum_frames_v1.0
245,新聞標題,"台中深夜戰車拋錨！軍方急澄清Tank Breaks Down in Taichung, Army Responds",22,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239438,0.9182238168403144,0.0001586425781249999,0.3673371195095633,0.1885158830870629,0.5999047011935947,2,7,6,True,quantum_frames_v1.0
246,新聞標題,器官國有論發酵 醫界怒駁謠言Hospital Hits Back at Organ Rumors,18,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000012,0.009742239438,0.9182238168403144,0.0001124999999999999,0.3673232767361258,0.1885158830870629,0.5998908584201572,2,7,6,True,quantum_frames_v1.0
247,新聞標題,"補助金拖兩年 吳東霖怒揭體壇黑箱Grant Still Unpaid, Wu Goes Public",21,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403143,0.29627400000000004,0.15262600000000012,0.009742239438000006,0.9182238168403147,0.00012207031250000014,0.36732614782987577,0.18851588308706288,0.5998937295139074,2,7,6,True,quantum_frames_v1.0
248,新聞標題,"罷免傅崐萁爆4000份連署錯誤""4,000 Recall Petitions for Fu Found Invalid",25,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.00016997070312500015,0.3673405179470633,0.1885158830870629,0.5999080996310947,2,7,6,True,quantum_frames_v1.0
249,新聞標題,"陳其邁喊降準救產業 卓榮泰：會討論Kaohsiung Mayor Urges RRR Cut, PM: Under Review",27,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.05,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00020000000000000033,0.3673495267361258,0.1885158830870629,0.5999171084201572,2,7,6,True,quantum_frames_v1.0
250,新聞標題,輝達攜台廠在美打造AI超級電腦供應鏈NVIDIA Builds AI Chain in US with Taiwan Firms,27,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00020000000000000033,0.3673495267361258,0.1885158830870629,0.5999171084201572,2,7,6,True,quantum_frames_v1.0
251,新聞標題,貴婦奈奈逃亡7年擬返台投案Runaway Fraud Suspect Nana Writes to DAs,19,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000004,0.009742239438,0.9182238168403144,0.00013715820312499996,0.3673306741970633,0.1885158830870629,0.5998982558810947,2,7,6,True,quantum_frames_v1.0
252,新聞標題,國軍共諜案爆炸！憲兵揮五星旗Soldiers Film Surrender Vows to China,16,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403146,0.2962739999999999,0.15262600000000004,0.009742239437999995,0.9182238168403144,0.00012700195312500027,0.36732762732206337,0.18851588308706294,0.5998952090060947,2,7,6,True,quantum_frames_v1.0
253,新聞標題,零關稅衝擊農村 台灣稻米危機浮現Zero Tariff Rice Policy Sparks Taiwan Crisis,21,0.0,0.1737853339090477,0.9847835588179368,0.33,0.33,0.34,0.0,0.85,0.0,0.0,crisis_response,0,0.7069255506324952,0.15481181134292107,0.294088188657079,0.0064351522789753805,0.7069255506324953,0.0003515625000000006,0.37287568900299806,0.3996026862659867,0.49475060633483187,2,8,6,True,quantum_frames_v1.0
254,新聞標題,劉沛失言遭批性別歧視 緊急發文道歉Liu Pei Criticized for Ageist Remark,20,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000004,0.009742239438,0.9182238168403144,0.00013715820312499996,0.3673306741970633,0.1885158830870629,0.5998982558810947,2,7,6,True,quantum_frames_v1.0
255,新聞標題,民進黨立委接死亡威脅惹議DPP Lawmakers Receive Death Threats,16,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000007,0.009742239438000002,0.9182238168403144,0.00010786132812499972,0.3673218851345633,0.1885158830870629,0.5998894668185947,2,7,6,True,quantum_frames_v1.0
256,新聞標題,幽靈連署遭起底 罷免成政治風暴Fake Petition Probe Shakes Taiwan Politics,19,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239438,0.9182238168403144,0.0001586425781249999,0.3673371195095633,0.1885158830870629,0.5999047011935947,2,7,6,True,quantum_frames_v1.0
257,新聞標題,邱議瑩搧羅智強耳光 判賠20萬Chiu Yi-ying Fined NT$200K for Slapping Lo,26,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239438,0.9182238168403144,0.0001586425781249999,0.3673371195095633,0.1885158830870629,0.5999047011935947,2,7,6,True,quantum_frames_v1.0
258,新聞標題,"川普嗆聲俄烏：不讓步就不管了US May Exit War Talks, Trump Warns",26,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000012,0.009742239438,0.9182238168403144,0.0001124999999999999,0.3673232767361258,0.1885158830870629,0.5998908584201572,2,7,6,True,quantum_frames_v1.0
259,新聞標題,"勇警擊斃家暴男卻被辦過失致死Officer Shoots Abuser, Faces Charges",19,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403143,0.29627400000000004,0.15262600000000012,0.009742239438000006,0.9182238168403147,0.00012207031250000014,0.36732614782987577,0.18851588308706288,0.5998937295139074,2,7,6,True,quantum_frames_v1.0
260,新聞標題,合歡山淨山行動 清出900公斤垃圾Hehuanshan Cleanup Finds 900kg Trash,17,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000004,0.009742239438,0.9182238168403144,0.00013715820312499996,0.3673306741970633,0.1885158830870629,0.5998982558810947,2,7,6,True,quantum_frames_v1.0
261,新聞標題,"陳水扁睽違17年再登台 談民主寬容Chen Shui-bian Returns After 17 Yrs, Calls for Tolerance",31,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0002602050781250004,0.3673675882595633,0.1885158830870629,0.5999351699435946,2,7,6,True,quantum_frames_v1.0
262,新聞標題,樋口飯糰遭房東逼遷 高捷出手挺進駐KMRT Invites Onigiri Shop Amid Dispute,21,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.0001477050781250002,0.3673338382595633,0.1885158830870629,0.5999014199435947,2,7,6,True,quantum_frames_v1.0
263,新聞標題,護照將缺20萬本！林佳龍示警「10月見底」 Taiwan Faces Passport Crisis: 200K Shortfall Looms,28,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.05,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000012,0.009742239437999999,0.9182238168403143,0.00025312500000000026,0.3673654642361258,0.1885158830870629,0.5999330459201572,2,7,6,True,quantum_frames_v1.0
264,新聞標題,"川普嗆鮑爾「大魯蛇」 美股崩跌971點Trump Slams Powell as “Loser”, Dow Plunges 971pts",29,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00022578125000000023,0.3673572611111258,0.1885158830870629,0.5999248427951572,2,7,6,True,quantum_frames_v1.0
265,新聞標題,零關稅紐乳售價翻倍惹議NZ Milk Price Tripled Despite Zero Tariff,18,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00013203124999999977,0.36732913611112583,0.1885158830870629,0.5998967177951572,2,7,6,True,quantum_frames_v1.0
266,新聞標題,連一鮑魚鍾文智潛逃 北檢搜索拘提4人Abalone Tycoon Flees After 30-Year Sentence; 4 Aides Held,31,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000004,0.009742239438,0.9182238168403144,0.00027465820312499995,0.3673719241970633,0.1885158830870629,0.5999395058810947,2,7,6,True,quantum_frames_v1.0
267,新聞標題,解凍報告早寫好？文化部信件惹議Culture Min Memo Sparks Outcry,18,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000007,0.009742239438000004,0.9182238168403147,9.887695312500003e-05,0.3673191898220633,0.1885158830870629,0.5998867715060948,2,7,6,True,quantum_frames_v1.0
268,新聞標題,"網問「陳菊走了？」遭控違法 引雙標爭議Did Chen Chu Die?"" Post Sparks Censorship Debate",30,0.0,0.2425356250363329,0.9701425001453319,0.33,0.33,0.34,0.0,0.8,0.0,0.0,normal,0,0.7495159484690024,0.1569149701391234,0.2919850298608766,0.005411086596199581,0.7495159484690022,0.0004383789062500001,0.389937893059476,0.39260873299190024,0.5164924819342008,2,8,6,True,quantum_frames_v1.0
269,新聞標題,"高雄警請長假交槍 期貨虧損近千萬Cop Loses NT$10M in Futures, Submits Gun",23,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.00015312499999999978,0.3673354642361258,0.1885158830870629,0.5999030459201572,2,7,6,True,quantum_frames_v1.0
270,新聞標題,「鏡檢」說溜嘴！司法中立遭質疑Justice Minister: “Prosecutors Doing Politics?”,22,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.00018769531249999998,0.3673458353298758,0.1885158830870629,0.5999134170139072,2,7,6,True,quantum_frames_v1.0
271,新聞標題,"雙薪86K買1600萬新房掀網戰Couple Buys NT$16M Home, Sparks Rage",21,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00013203124999999977,0.36732913611112583,0.1885158830870629,0.5998967177951572,2,7,6,True,quantum_frames_v1.0
272,新聞標題,法庭直播惹議 在野黨提案引發反彈Court Broadcast Plan Draws Criticism,18,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00013203124999999977,0.36732913611112583,0.1885158830870629,0.5998967177951572,2,7,6,True,quantum_frames_v1.0
273,新聞標題,"賴清德：戰獨裁該去天安門Lai Ching-te: ""Fight Dictatorship in Tiananmen""",23,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.00016997070312500015,0.3673405179470633,0.1885158830870629,0.5999080996310947,2,7,6,True,quantum_frames_v1.0
274,新聞標題,投書刺胳針誤引數據中醫大附醫發聲明認錯道歉Taiwan Hospital Apologizes for Errors in Lancet Submission on Healthcare System,32,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004882812500000007,0.3674360111111258,0.1885158830870629,0.6000035927951571,2,7,6,True,quantum_frames_v1.0
275,新聞標題,中藥販售新規引爆爭議！藥師中藥行對立New Herbal Medicine Rules Spark Clash,20,0.0,0.2425356250363329,0.9701425001453319,0.33,0.33,0.34,0.0,0.8,0.0,0.0,normal,0,0.7495159484690022,0.15691497013912342,0.29198502986087665,0.005411086596199584,0.7495159484690022,0.0002954101562500004,0.38989500243447583,0.39260873299190024,0.5164495913092008,2,8,6,True,quantum_frames_v1.0
276,新聞標題,林志潔告發鄭正鈐 爆凱道外籍動員疑雲Allegations Emerge: Foreigners Mobilized at KMT Rally,23,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403147,0.2962739999999999,0.15262599999999998,0.009742239437999994,0.9182238168403144,0.00024614257812499994,0.36736336950956344,0.18851588308706296,0.5999309511935947,2,7,6,True,quantum_frames_v1.0
277,新聞標題,李泳知傻眼「前男友吐司」梗爆笑Lee Young-ji’s Hilarious Meme Fail,21,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000012,0.009742239438000002,0.9182238168403144,0.00011723632812499998,0.3673246976345633,0.1885158830870629,0.5998922793185947,2,7,6,True,quantum_frames_v1.0
278,新聞標題,"西葡大停電釀亂 西班牙宣布緊急狀態Spain, Portugal Blackout Sparks Emergency",19,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.00016425781250000004,0.3673388040798758,0.1885158830870629,0.5999063857639072,2,7,6,True,quantum_frames_v1.0
279,新聞標題,健保30年轉型 賴清德提各區自管Taiwan Eyes Healthcare Reform: Localized Budgets,20,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00020000000000000033,0.3673495267361258,0.1885158830870629,0.5999171084201572,2,7,6,True,quantum_frames_v1.0
280,新聞標題,核三停機在即 郭智輝：84%靠火力 Taiwan to Rely 84% on Fossil Fuels After May,28,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.00018769531249999998,0.3673458353298758,0.1885158830870629,0.5999134170139072,2,7,6,True,quantum_frames_v1.0
281,新聞標題,五月天石頭移居英國引發熱議Mayday’s Stone Moves to the UK,19,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239438000002,0.9182238168403144,9.028320312499983e-05,0.3673166116970633,0.1885158830870629,0.5998841933810947,2,7,6,True,quantum_frames_v1.0
282,新聞標題,綠電高價虧損重 員工勞動節怒吼Green Energy Costs Spark Outrage,16,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000007,0.009742239438000002,0.9182238168403144,0.00010786132812499972,0.3673218851345633,0.1885158830870629,0.5998894668185947,2,7,6,True,quantum_frames_v1.0
283,新聞標題,"「綠共」遭中國禁？台灣社群陷混戰""Green Commie"" Banned? Debate Erupts",21,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00013203124999999977,0.36732913611112583,0.1885158830870629,0.5998967177951572,2,7,6,True,quantum_frames_v1.0
284,新聞標題,數發部擺爛挨轟！刑事局打臉揭3.8萬詐騙廣告Digital Ministry Slammed: 38K Scam Ads Ignored,27,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00022578125000000023,0.3673572611111258,0.1885158830870629,0.5999248427951572,2,7,6,True,quantum_frames_v1.0
285,新聞標題,救命凝膠被砍價！醫界怒轟健保殺命Life-saving Gel Delisted? Doctors Blame NHI Cuts,24,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239437999999,0.9182238168403144,0.00020000000000000033,0.3673495267361258,0.1885158830870629,0.5999171084201572,2,7,6,True,quantum_frames_v1.0
286,新聞標題,剴剴案輿論失控 聲援也成爭議點KaiKai Case Sparks Divisive Uproar Online,21,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.00015312499999999978,0.3673354642361258,0.1885158830870629,0.5999030459201572,2,7,6,True,quantum_frames_v1.0
287,新聞標題,"詹姆士陷副業爭議 發5點聲明回應Chef James in Dispute, Issues 5 Statements",22,0.0,0.2425356250363329,0.9701425001453319,0.33,0.33,0.34,0.0,0.8,0.0,0.0,normal,0,0.7495159484690023,0.15691497013912345,0.2919850298608767,0.005411086596199583,0.749515948469002,0.00032851562500000003,0.38990493407510085,0.39260873299190024,0.5164595229498257,2,8,6,True,quantum_frames_v1.0
288,新聞標題,賴清德將首度紀念歐戰勝利Lai to Commemorate WWII Victory in Taiwan,17,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.05,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000004,0.009742239438,0.9182238168403144,0.00013715820312499996,0.3673306741970633,0.1885158830870629,0.5998982558810947,2,7,6,True,quantum_frames_v1.0
289,新聞標題,"台美關稅首輪談判落幕 台幣大升Taiwan, U.S. End Tariff Talks; TWD Surges",25,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000007,0.009742239438,0.9182238168403144,0.00015312499999999978,0.3673354642361258,0.1885158830870629,0.5999030459201572,2,7,6,True,quantum_frames_v1.0
290,新聞標題,UAE宣布四歲起AI必修課程 全國推動UAE to Launch Mandatory AI Classes from Age 4,27,0.9751328557914597,0.22162110358896803,0.0,0.33,0.33,0.34,0.8,0.0,0.1,0.0,normal,0,0.7371492450357588,0.14966472539746561,0.0771000100532399,0.005703654643248839,0.7371492450357587,0.00040000000000000067,0.38497969801430354,0.3902816763287762,0.5387616774383863,2,8,6,True,quantum_frames_v1.0
291,新聞標題,澳洲22.99公噸萊豬輸台惹議 藍綠再交鋒 22.99 Tons of Ractopamine Pork Imported from Australia Sparks Political Clash,31,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403145,0.29627400000000004,0.15262600000000004,0.009742239437999999,0.9182238168403144,0.0004785644531250003,0.3674330960720633,0.1885158830870629,0.6000006777560947,2,7,6,True,quantum_frames_v1.0
292,新聞標題,新台幣飆破29元 賴清德央行同發聲NTD Surges Past 29; President & CBC Respond,24,0.0,1.0,0.0,0.33,0.33,0.34,0.0,0.0,0.0,0.0,normal,0,0.9182238168403144,0.29627400000000004,0.15262600000000004,0.009742239438,0.9182238168403144,0.0001757812500000003,0.3673422611111258,0.1885158830870629,0.5999098427951571,2,7,6,True,quantum_frames_v1.0
