record_id,field,original_text,word_count,unique_words,categorical_diversity,compositional_complexity,semantic_density,von_neumann_entropy,category_coherence,compositional_entanglement,grammatical_superposition,semantic_interference,frame_competition,categorical_coherence_variance,multiple_reality_strength,frame_conflict_strength,semantic_ambiguity,circuit_depth,circuit_gates,qubit_count,discocat_enhanced,discopy_available
341,影片對話,"名嘴A：你有看到汪怡昕的發文嗎？說實話，這次民視真的太超過了，拿著政府的補助，還要人家免費授權，這臉皮真的夠厚！

名嘴B：是啊，民視拿了這麼多標案，照理說應該更尊重創作者。結果呢，反過來壓榨基層，真...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
342,影片對話,"名嘴A：你看看這件事，簡直令人髮指！凱凱才1歲，其他受害的潘童、蔡童更小，竟然遭到如此非人的對待。這些保母到底是怎麼被選上去照顧孩子的？

名嘴B：沒錯！最可惡的是這些保母還敢錄影取樂，完全沒有一點基...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
343,影片對話,"名嘴A：這次預算爭議讓人不禁懷疑，財政部到底在想什麼？法定預算的事情，居然也敢拿來操作？

名嘴B：對啊，統一發票獎金明明是固定的，財政部卻說刪了18.5億會影響發票獎金，這完全是混淆視聽。

名嘴A...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
344,影片對話,"甲： 「這次TikTok的禁令，說白了就是美中對抗的延伸。美國不是真的擔心數據問題，而是藉由科技戰打擊中國企業，背後其實是政治操作。」

乙： 「沒錯，但美國也不是完全沒道理。你看，TikTok的數據...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
345,影片對話,"A名嘴：台漫工會跳出來喊，說預算刪減會讓台漫寒冬回來，這是情勒還是真有危機？

B名嘴：危機確實有，但我們也要問，這麼多年來，政府花的預算到底有沒有真正幫到產業？現在有幾部台漫是能讓我們驕傲的？

A...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
346,影片對話,"名嘴A（支持死刑）：
黃麟凱的犯罪行為，真的叫人髮指。殺人手段這麼殘忍，造成兩條無辜人命的逝去，我認為今天的死刑執行，是對受害者家屬最起碼的交代。殺人償命，這是社會公義的底線，難道還需要討論嗎？

名...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
347,影片對話,"名嘴A：這件事情我看到真的覺得荒謬，立法院外的拒馬架設本來就是為了維持現場秩序，結果鍾佳濱自己拿油壓剪剪開，還說是救人，這個理由真的是很難讓人信服。

名嘴B：對啊，而且要救人，怎麼會是立委親自出馬？...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
348,影片對話,"名嘴A： 這件事根本是一個笑話，50萬交保？你看看涂誠文這個犯罪集團，三年洗了2476億，這些涉案警官竟然只是輕輕放下。你不覺得台灣司法體系已經腐敗到令人難以忍受的地步嗎？

名嘴B： 沒錯，這50萬...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
349,影片對話,"名嘴A：
削減數發部預算是件值得討論的事。從成立至今，我們到底有沒有看到具體成效？打詐平台？還是資安成果？說實話，我沒感受到。我覺得與其浪費納稅人的錢，不如徹底檢討這個部門的存在價值。

名嘴B：
我...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
350,影片對話,"A名嘴：
這次麥當勞臨時取消美樂蒂聯名活動，其實我認為問題不在聯名本身，而是企業面對社會輿論的態度。性侵事件爆發後，麥當勞應該更積極面對問題，而不是選擇迴避。

B名嘴：
我同意。如果麥當勞早一步針對...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
351,影片對話,"名嘴A：郭哲敏這2億元交保，真是讓人摸不著頭緒。他曾經逃亡海外，今天法院竟然說科技設備可以有效監控，我真是替司法體系捏把冷汗。

名嘴B：我同意，尤其是他涉案金額高達217億元，這種規模的犯罪，說是重...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
352,影片對話,"名嘴A：
「我覺得這次的指引其實很具爭議，尤其是針對未成年人的部分。青春期的孩子心理和生理發展都還不成熟，怎麼可能有能力對這麼重大、不可逆的手術負責？」

名嘴B：
「沒錯，而且指引中提到要有專業團隊...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
353,影片對話,"A名嘴：你看看教育部，這什麼操作？拿林郁婷當例子，結果搞得好像她真的是跨性別選手一樣，這不就是在害她嗎？這種會議紀錄也能公開，真的是豬隊友。

B名嘴：完全同意，林郁婷已經夠可憐了。IBA那些刁難已經...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
354,影片對話,"A：這次警察人員退休金修法爭議不小，銓敘部的7.4萬元月退金額被批評誤導，您怎麼看？

B：其實，7.4萬元是極少數案例的理論上限，僅0.52%的退警能領到，銓敘部應該說明清楚，避免引發誤解。但問題是...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
355,影片對話,名嘴A：台灣這起麥當勞性侵案件，受害者是一個未成年少女，案件過去這麼久了，加害人還沒受到應有的懲罰。而英國麥當勞又爆出更大規模的性騷擾問題，450家分店牽涉其中，這是不是證明麥當勞的企業文化早就出了問...,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
356,影片對話,"名嘴A：這次林秉文的潛逃案，不僅僅是司法問題，更是一場輿論的角力。林秉文作為一名通緝犯，不僅發表挑釁言論，甚至公開與立委徐巧芯對嗆，這在法治社會是非常罕見的。

名嘴B：沒錯，而且苦苓的「警告」發言更...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
357,影片對話,"A： 我們今天看到覆議案被否決，反映了國會在修法過程中的主導權。但問題是，行政院認為這樣的修正案恐癱瘓憲法法庭，這是否合憲，值得討論。

B： 合憲與否不是我們來說的，但我要指出的是，現在行政院試圖提...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
358,影片對話,"名嘴A：
你覺得水價檢討這件事合理嗎？31年不調整水價，現在突然來一個大幅漲價，對一般家庭來說，真的受得了嗎？

名嘴B：
如果單純看數字，台灣的水價真的低到不行，尤其和國際相比。但問題在於，現在物價...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
359,影片對話,"名嘴A：這次事件非常值得討論，檢察官參加這種高檔餐敘，不論是否知情吳乃仁會出席，都已經踩到了倫理的紅線。檢察官的公信力在哪裡？你怎麼看？

名嘴B：我認為要看整個情境，如果這些檢察官真的事先不知道吳乃...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
360,影片對話,"A：這次大林慈濟醫院的壁畫事件，牽涉到藝術家權益和道德責任，我認為這不是單純的契約問題，還牽涉到對創作者尊重的基本價值。

B：沒錯，但也要看到法律層面的事實。李健儀當年簽署了讓與契約，既然草稿版權屬...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
361,影片對話,"**A名嘴：**林秉文這篇聲明真的太搞笑了，他逃亡的理由居然是「私人因素」，這根本是對司法的挑釁。更何況他在逃亡期間還能大剌剌地發臉書，這已經不是囂張，而是蔑視司法。

**B名嘴：**我完全同意。更...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
362,影片對話,"A: 川普這次的言論，真的讓人目瞪口呆。他不僅要巴拿馬運河，還要格陵蘭，這完全是殖民時代的套路！難道美國現在要回到19世紀？

B: 的確，這種話在當今的國際社會簡直無法想像。但你要知道，川普的這種手...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
363,影片對話,"甲名嘴：
邱軍這件事情，第一時間肇事逃逸，已經是無法容忍的行為了。身為一個公眾人物，他的行為不僅違法，更對社會風氣造成了負面影響。尤其，這案件延燒至今，他甚至沒有出面道歉，這是對死者家屬的極大不尊重！...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
364,影片對話,"A名嘴：
這次的「莘聖沐光居」事件真的是都市更新的縮影。你看，一個才成立5年的小建商，資本額2200萬元，就敢開發這麼高難度的建案，出了事誰賠？居民現在房子沒了，未來可能還得自己掏錢維修或重新蓋房。這...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
365,影片對話,"A：柯建銘這一招，明顯是「搏命操作」。他在民進黨內部已經有些失勢，總召位置可能岌岌可危，所以才出此激進策略，試圖拉回聲量。

B：同意，他大張旗鼓說要罷免41席藍營立委，其實政治意義大於實際操作意義。...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
366,影片對話,"A： 黑熊學院這次的補助爭議，其實揭露了一個老問題：政府對於非營利組織的補助監督，到底到位了嗎？拿人民的納稅錢，卻無法完全說清楚用途，這怎麼能不引發爭議？

B： 我倒覺得，這筆錢的申請流程是合法的，...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
367,影片對話,"A： 我覺得這件事最核心的問題，是苗博雅到底有沒有「公領域評論」的正當性。批評政策或行為可以，但講外貌真的不太恰當吧？

B： 確實，她一開始說黃國昌沒刮鬍子、故意憔悴，這已經超越了政策討論的範疇，直...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
368,影片對話,"A: 這次軍公教加薪延後的問題，根本就是政治鬥爭下的犧牲品。藍白在立法院杯葛預算，直接影響到基層民眾的生活，這說得過去嗎？

B: 說得好像民進黨沒有責任一樣。預算編列是去年就該準備好的，怎麼會拖到現...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
369,影片對話,"名嘴A：
「哇，這起台南的廢土案規模真是嚇死人，300多公頃！這些業者怎麼敢明目張膽地掩埋建築廢棄物，還選在魚塭和農田裡？不僅破壞土地，更毒害當地農漁業，影響深遠。」

名嘴B：
「說真的，這背後肯定...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
370,影片對話,"A： 自殘這一步實在讓人無法理解。他擔心謊言敗露影響退伍，居然住院拖到退伍令生效，這樣的極端行為，不僅傷害自己，還對軍隊形象造成重大損害。

B： 的確，這也反映出軍隊內對心理健康的忽視。如果吳男平時...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
371,影片對話,"A： 我認為內政部這篇臉書發文根本是一種政治操作。283.5億，占28%的預算刪減，居然用來恐嚇說會影響民生？這不是在告訴大家，沒有他們中央的補助，地方政府就什麼都做不了嗎？

B： 這點我同意。其實...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
372,影片對話,"名嘴A：
蘿拉的反擊聲明無疑將這起風波推向高潮。她承認了非法牟利，卻反控蔡阿嘎公司違法。這種操作，我認為更多是為了轉移焦點。

名嘴B：
沒錯，她提到的「待遇不公」確實很有煽動性，因為不少網友認為網紅...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
373,影片對話,"名嘴A：趙露思的事件凸顯心理健康的重要性
趙露思的經歷讓我們不得不正視演藝圈的高壓環境。過度消耗的身體與精神最終導致了失語症這樣的情況。她的工作室雖已停工讓她休養，但我們是否該反思這種病倒後才補救的模...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
374,影片對話,"甲名嘴：
「這次高鐵南延確定選擇高雄方案，我是支持的！左營站早就飽和，延伸到高雄車站能吸引更多人流，對周邊商圈經濟有利。你看看，連卓榮泰都說這能帶動大南方新矽谷的產業發展，這可是長遠規劃啊！」

乙名...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
375,影片對話,"名嘴A： 我覺得啦，3000萬這金額根本是「象徵意義大於實際效果」。以柯文哲的身家，這錢拿得出來，但問題是，他在這案子裡面的角色，難道真有這麼大的嫌疑？

名嘴B： 我倒覺得3000萬對一般人來說是天...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
376,影片對話,"A： 這次新生註冊率的數據真的不容樂觀，尤其是那些連續多年低於六成的學校，還能撐多久？

B： 沒錯，像真理大學、大葉大學這些私校，如果長期沒有改善，恐怕離退場不遠了。少子化帶來的影響其實不僅是教育界...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
377,影片對話,"A: 最近hMPV病例增加，引起了不小的討論。很多人擔心會不會像2020年的疫情一樣，您覺得這次情況嚴重嗎？

B: 我認為大可不必過度緊張。hMPV早在2001年就被發現，主要影響上呼吸道，致死率和...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
378,影片對話,"A: 柯文哲被北檢求處28年半，這判刑需求真的是震撼彈。你們覺得檢方有把握嗎？

B: 老實說，我看到的更多是政治操作的影子。檢方的說法裡，光是所謂千萬元賄款與財團百億利益這個比例，就讓人覺得說不過去...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
379,影片對話,"A： 「今天這件事太精彩了！劉靜怡被民進黨封殺，理由竟然是她罵過民進黨高層，這還有沒有民主精神？」

B： 「其實，從黨紀出發，民進黨這樣的決定並不意外。他們希望所有人都站在同一陣線，但問題是，劉靜怡...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
380,影片對話,"A名嘴：這起弒父案件真的讓人唏噓。32歲的楊姓男子照顧父親多年，最後卻選擇以極端的方式結束他的生命。這不只是家庭悲劇，更反映出台灣長照制度的缺陷。

B名嘴：沒錯，楊男雖然犯下不可原諒的罪行，但我們也...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
381,影片對話,名嘴A：這次麥當勞的事件，真的是讓人心痛。我們可以看到，受害者母親在Threads上的指控，有非常具體的時間軸和對話記錄，這不禁讓人懷疑，為什麼公司內部調查最後只是認定性騷擾？這是否有淡化責任的嫌疑？...,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
382,影片對話,"名嘴A：這起事件讓我感到很無奈，首先，這名老伯的行為確實不妥，沒訂位又要搶座位，還大鬧半小時，完全不顧其他乘客的權益。現在是通勤高峰期，每分鐘都很重要，他這麼鬧，全車人遲到，這不是自私嗎？

名嘴B：...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
383,影片對話,"甲：這次《財劃法》修正案的通過，確實讓中央政府壓力倍增，但卓榮泰的說法是不是有點過了？怎麼能說颱風地震來了，地方政府就要自己勇敢面對？

乙：我覺得他的重點是警告修法後可能出現的困境，但用詞確實不妥。...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
384,影片對話,"A：你們看這次台鐵浮洲站的事故，男子居然被自強號撞了沒事，還自行爬出軌道離開，真是「天選之人」。但搞了幾萬人延誤，這樣的行為根本不可原諒！

B：是啊，公共運輸系統本來就該維護秩序。這種一時想不開跳軌...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
385,影片對話,"A：我看賴清德對立法院通過三項法案的反應，說得冠冕堂皇，但這麼多年來，民進黨不也靠多數席次強行通過不少法案？現在輪到自己是少數了，就高喊「程序正義」，是不是有點雙標？

B：話是這麼說，但這次的《憲訴...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
386,影片對話,"名嘴甲： 「這次台中火災說明了我們台灣的工安問題真的不容忽視！看看那些消防報告，都是‘未做好防護’。這真的是要等到出事才來檢討？」

名嘴乙： 「沒錯，尤其這次還是在一個新建工地，照理說應該要有完善的...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
387,影片對話,主持人： 歡迎收看今天的節目，我們要來談談最近引起廣泛關注的「工典甜點」事件。這間甜點店因為欠款與糾紛風波不斷，最終老闆夫妻在桃園身亡，引發社會譁然。我們今天邀請了兩位重量級名嘴——李先生與王小姐，來...,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
388,影片對話,"A：“你看今天立法院內政委員會的場面，真的是荒唐至極。王義川委員居然因為沒人幫他倒水就怒轟議事人員，還提到韓國瑜下令的說法，這種行為真的合適嗎？”

B：“沒錯，這樣的表現完全不像一個立法委員應有的作...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
389,影片對話,"A：最近麻疹疫情又爆發了，這次還是醫院群聚，你覺得問題出在哪？

B：其實這不單是醫院的問題，而是我們對麻疹這種高傳染性疾病的重視度不夠。像這次指標個案是境外移入，接觸的人包括陪病家屬、護理人員，甚至...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
390,影片對話,"A：這次《零日攻擊》的補助案真是鬧得沸沸揚揚，85萬資本額的公司居然能拿到上億補助，怎麼看都不合理吧？

B：我同意，從程序上來說，這樣的審核標準很值得探討。你看，其他資深製作人像魏德聖，拍電影時四處...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
391,影片對話,"名嘴A： 我跟你講，這次黃珊珊的「蓋錯票事件」，真的太戲劇化了！不小心蓋下同意又蓋不同意，這事發生在立委身上，誰信啊？

名嘴B： 欸，你冷靜一下，先聽她的說法。黃珊珊不是也道歉了嗎？現場還立刻向院長...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
392,影片對話,A名嘴： 這個事件很典型，暴露出我們中央政府在對中溝通上已完全失效。人命關天，卻叫一個地方政府、市長去和中共溝通，這不是荒謬嗎？如果今天雙城論壇真的能解決問題，那是不是乾脆讓蔣萬安去當總統，賴清德下台...,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
393,影片對話,"名嘴A：這次的案件真的是一個標準的「學以致用」案例。這兩個農業系的高材生，畢業後原本可以好好地發展農業科技，結果卻選擇了這麼一條偏門的路，真是令人嘆息。

名嘴B：我覺得這件事的背後，其實反映了台灣對...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
394,影片對話,"甲：
這次進口車關稅要降到0%的提案，真是讓人跌破眼鏡。台灣的國產車廠，長期靠關稅保護，卻沒有拿出像樣的成果，這不是扶不起的阿斗嗎？倒不如讓市場自由競爭，爛的淘汰掉，好的才能留下來。

乙：
你這樣說...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
395,影片對話,"A名嘴：最近高鐵自由座的爭議真是鬧得沸沸揚揚！有人說，去上廁所就是放棄座位，這規定是不是有點對單人乘客不公平啊？

B名嘴：不過話說回來，這規定也有它的道理。你要想啊，如果允許放物品佔位，那一定會有不...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
396,影片對話,"王先生：黑熊學院這次用大疆無人機拍攝，說實話，簡直就是自己打臉。喊著「抗中保台」的口號，卻用對岸的產品，這不是自曝其短嗎？

林小姐：確實矛盾，但我們得正視一個事實，大疆的技術確實領先全球。對於這種大...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
397,影片對話,主持人阿明：各位觀眾朋友，歡迎來到《名嘴大對決》。今天我們要來談談發生在北科大產學訓專班的亮刀事件。一名學生在課堂上情緒失控，公然拿出刀具揮舞，嚇壞師生，甚至還二度重演。這是教育的問題還是社會的問題？...,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
398,影片對話,"主持人A： 今天我們來談談台中這位七旬婦人被詐騙案，損失高達7300萬元，還包括7棟房產，這真是令人震驚！大家怎麼看？

名嘴B： 我認為這是典型的詐騙手法結合時事熱點。假冒檢警的情節早就見怪不怪，但...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
399,影片對話,"主持人：今天我們來聊聊台糖預算凍結爭議，吳乃仁在台糖董事長任內的土地賤賣案持續延燒，民眾黨立委黃國昌提案凍結50%預算，但民進黨團反對，這究竟是怎麼一回事？

名嘴A：事情其實很簡單，吳乃仁的土地賤賣...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
400,影片對話,"主持人A：
近日，新竹縱火案二審判決結果出爐，造成8死的陳彥翔從死刑改判為無期徒刑，這是憲法法庭今年9月限縮死刑適用後的首例，引發社會廣泛爭議。二審認定陳有自首情節，並考量他無預謀殺人動機，改判無期徒...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
401,影片對話,"張先生： 「御珍坊」停止學生愛心餐活動，我完全能理解。店家原本是基於善意，但偏偏有人濫用，比如家長用電話訂高價餐點、拿愛心卡抵銷費用，這些行為完全違背了活動的初衷。

李女士： 的確，這些行為令人遺憾...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
402,影片對話,"名嘴A：最近的88會館案件讓我真的很火大，涉案人林秉文居然在沒有任何限制下跑到國外了！檢方和法院難道都在睡覺嗎？這可是牽涉詐欺和洗錢的大案啊。

名嘴B：你這麼氣也不是沒有道理。300萬交保金，這對林...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
403,影片對話,主持人：各位觀眾，歡迎收看今天的節目，最近高鐵發生了一起引發社會熱議的事件。藍衣女子和一位帶小孩的媽媽在自由座車廂因座位問題引發糾紛，甚至雙方互相潑水，媽媽更在網路上為兒子罵髒話一事解釋。今天我們請來...,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
404,影片對話,"陳先生：最近內湖母女雙屍命案震驚社會，大家關注的不僅是悲劇本身，還有其背後的原因——詐騙問題。這不只是個案，反映的是我們的社會安全網漏洞有多大。

李律師：是的，詐騙已經從傳統的個人犯罪，演變成高度組...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
405,影片對話,"主持人：邱女的事故讓醫美診所的麻醉安全再度成為焦點。今天邀請到皮膚科專家林醫師與社會評論員張先生來談談這件事。

林醫師：醫美診所的麻醉問題確實是一個隱憂。像電波拉皮這種非侵入性療程，其實可以透過局部...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
406,影片對話,主持人： 今天我們要討論的是「民眾黨反霸凌、護勞權遊行」引發的爭議。首先，這場遊行的目的是為了替公務員輕生案討公道，並且訴求勞工權益受到更好的保障。然而，現場發生了與警方的衝突，引發了各界熱議。對此，...,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
407,影片對話,"主持人A： 各位觀眾，台鐵共識營的事件近日引發熱議，很多人認為這是「爽了高層，苦了基層」。台鐵澄清活動全程是上課，並非豪華旅遊，但坊間仍存有不少疑問。今天我們請到兩位專家來討論這個議題。

名嘴B： ...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
408,影片對話,"主持人：馬來西亞在自動通關系統的看板上遮蓋中華民國國旗，這個舉動引起了台灣民眾的強烈反應。您覺得這事件背後有哪些值得注意的外交含義？

名嘴A：這是一個非常典型的「大國壓力」案例。馬來西亞在國際上對於...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
409,影片對話,"主持人：今天我們來談談立法院衛環委員會審議人工生殖法修正草案所引發的爭議，現場有資深評論員李大明和社會觀察家張小麗。

李大明：人工生殖法這次的修法爭議，主要在於代理孕母的議題。民進黨方面主張將有共識...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
410,影片對話,主持人： 今天我們來討論一起引發社會高度關注的事件，台中一名謝姓偵查員與其伴侶陳梅慧女士在調查虛擬貨幣詐騙案件後，遭遇致命車禍。這起事件讓社會質疑警界內鬥與司法體制的問題。我們的來賓有李律師和王記者。...,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
411,影片對話,"來賓A：這次民進黨的貼文事件，真的是讓人搖頭。台灣長期以民主形象自豪，結果執政黨的這篇發文，卻被解讀為支持南韓的戒嚴。這不僅對國內外造成負面觀感，也完全無視台灣歷史上對戒嚴的深刻反思。

來賓B：是啊...",0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
412,影片對話,主持人：各位觀眾，歡迎收看《焦點論壇》，今天要來討論的是台南市政府宣布明年1月1日起開放騎樓停放機車的政策。這項政策被視為對長期以來檢舉爭議的回應，但也引起行人權益團體的批評。我們邀請到資深評論員王大...,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
413,影片對話,主持人小明：各位觀眾朋友，大家好！今天我們討論的焦點是藝人黃子佼非法持有未成年性影像案，一審被判刑8個月，併科10萬元罰金。判決引起網友高度不滿，有人認為判刑太輕，無法對犯罪行為產生足夠的威懾力，現場...,0,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0,0,0,False,False
